"pwsid","service_area","state","sizeCategory","owner_type"
"TX1550028","Gholson WSC","tx","Small","Local"
"TX1550031","Hewitt City","tx","Medium-Large","Local"
"TX1550033","Lacy Lakeview City","tx","Medium","Local"
"TX1550035","Levi WSC","tx","Small","Local"
"TX1550036","Lorena City","tx","Small","Local"
"TX1550040","Riesel City","tx","Small","Local"
"TX1550048","Woodway City","tx","Medium","Local"
"TX1570001","Madisonville City","tx","Medium","Local"
"TX1590001","Stanton City","tx","Small","Local"
"TX1600001","Mason City","tx","Small","Local"
"TX1610001","Bay City","tx","Medium-Large","Local"
"TX1610004","Palacios City","tx","Medium","Local"
"TX1620001","Eagle Pass City","tx","Medium-Large","Local"
"TX1630002","Hondo City","tx","Medium","Local"
"TX1630005","Castroville City","tx","Small","Local"
"TX1630006","Devine City","tx","Medium","Local"
"TX1630009","Natalia City","tx","Small","Local"
"TX1630034","Benton City WSC","tx","Medium-Large","Local"
"TX1650001","Midland City","tx","Large","Local"
"TX1660002","Rockdale City","tx","Medium","Local"
"TX1660014","Marlow WSC","tx","Small","Local"
"TX1680001","Colorado City","tx","Medium","Local"
"TX1690006","Saint Jo City","tx","Small","Local"
"TX1700001","Conroe City","tx","Medium-Large","Local"
"TX1700002","Shenandoah City","tx","Small","Local"
"TX1700005","Keenan WSC","tx","Small","Local"
"TX1700011","Far Hills UD","tx","Small","Local"
"TX1700020","Magnolia City","tx","Small","Local"
"TX1700022","Montgomery City","tx","Small","Local"
"TX1700025","Oak Ridge North City","tx","Medium","Local"
"TX1700026","Panorama Village","tx","Small","Local"
"TX1700283","East Plantation UD","tx","Small","Local"
"TX1700578","Lake Bonanza WSC","tx","Small","Local"
"TX1700773","Montgomery County MUD 119 - Spring Trails","tx","Medium","Local"
"TX1700837","Montgomery County MUD 105","tx","Very Small","Local"
"TX1710001","Dumas City","tx","Medium-Large","Local"
"TX1720013","Bi-County WSC","tx","Small","Local"
"TX1740002","Garrison City","tx","Small","Local"
"TX1740003","Nacogdoches City","tx","Medium-Large","Local"
"TX1740005","Appleby WSC","tx","Medium","Local"
"TX1740006","Melrose WSC","tx","Small","Local"
"TX1750001","Blooming Grove City","tx","Small","Local"
"TX1750002","Corsicana City","tx","Medium-Large","Local"
"TX1750003","Dawson City","tx","Small","Local"
"TX1750005","Kerens City","tx","Small","Local"
"TX1750010","Angus WSC","tx","Small","Local"
"TX1750013","Corbet WSC","tx","Small","Local"
"TX1750028","BB WSC","tx","Small","Local"
"TX1760001","Newton City","tx","Small","Local"
"TX1760022","South Newton WSC","tx","Medium","Local"
"TX1770002","Sweetwater City","tx","Medium-Large","Local"
"TX1780002","Bishop City","tx","Medium","Local"
"TX1780003","Corpus Christi City","tx","Large","Local"
"TX1810001","Bridge City","tx","Medium","Local"
"TX1810004","Orange City","tx","Medium-Large","Local"
"TX1820001","Mineral Wells City","tx","Medium-Large","Local"
"TX1820005","Strawn City","tx","Small","Local"
"TX1820069","Lake Palo Pinto Area WSC","tx","Small","Local"
"TX1830001","Carthage City","tx","Medium","Local"
"TX1840001","Aledo City","tx","Medium","Local"
"TX1840003","Springtown City","tx","Medium","Local"
"TX1840005","Weatherford City","tx","Medium-Large","Local"
"TX1840027","Willow Park City","tx","Medium","Local"
"TX1840164","Anetta Town","tx","Very Small","Local"
"TX1860001","Fort Stockton City","tx","Medium-Large","Local"
"TX1870002","Livingston City","tx","Medium-Large","Local"
"TX1870030","Memorial Point UD","tx","Small","Local"
"TX1880001","Amarillo Municipal Water System","tx","Large","Local"
"TX1900001","Emory City","tx","Medium","Local"
"TX1910001","Canyon City","tx","Medium-Large","Local"
"TX1920001","Big Lake City","tx","Small","Local"
"TX1980003","Franklin City","tx","Small","Local"
"TX1990002","Royse City","tx","Medium-Large","Local"
"TX1990006","Fate City","tx","Medium-Large","Local"
"TX1990014","Heath City","tx","Medium","Local"
"TX2000001","Ballinger City","tx","Medium","Local"
"TX2010001","Henderson City","tx","Medium-Large","Local"
"TX2010002","Overton City","tx","Small","Local"
"TX2010016","Goodsprings Water Supply Corporation","tx","Small","Local"
"TX2020001","Hemphill City","tx","Small","Local"
"TX2020004","Brookeland FWSD","tx","Small","Local"
"TX2040001","Shepherd City","tx","Small","Local"
"TX2040002","Camilla WSC","tx","Small","Local"
"TX2040005","Cape Royale Utility District","tx","Small","Local"
"TX2040058","Mercy WSC","tx","Small","Local"
"TX2050002","Ingleside City","tx","Medium","Local"
"TX2050003","Mathis City","tx","Medium","Local"
"TX2050004","Odem City","tx","Small","Local"
"TX2050005","Portland City","tx","Medium-Large","Local"
"TX2050006","Sinton City","tx","Medium","Local"
"TX2050015","Aransas Pass City","tx","Medium","Local"
"TX2060001","San Saba City","tx","Small","Local"
"TX2080001","Snyder City","tx","Medium-Large","Local"
"TX2090005","Fort Griffin SUD","tx","Small","Local"
"TX2100001","Center City","tx","Medium","Local"
"TX2120002","Lindale City","tx","Medium","Local"
"TX2120003","Troup City","tx","Small","Local"
"TX2120004","Tyler City","tx","Large","Local"
"TX2120006","Bullard City","tx","Medium","Local"
"TX2120007","Carrol WSC - Well 3","tx","Small","Local"
"TX2120011","Lindale Rural WSC","tx","Small","Local"
"TX2120025","Whitehouse City","tx","Medium","Local"
"TX2120103","Carrol WSC - Well 4","tx","Small","Private"
"TX2120105","Emerald Bay MUD","tx","Small","Local"
"TX2130001","Glen Rose City","tx","Small","Local"
"TX2150001","Breckenridge City","tx","Medium","Local"
"TX2200001","Arlington City","tx","Large","Local"
"TX2200002","Azle City","tx","Medium-Large","Local"
"TX2200010","Everman City","tx","Medium","Local"
"TX2200012","Fort Worth City","tx","Very Large","Local"
"TX2200013","Grapevine City","tx","Medium-Large","Local"
"TX2200014","Haltom City","tx","Medium-Large","Local"
"TX2200017","Kennedale City","tx","Medium","Local"
"TX2200018","Mansfield City","tx","Medium-Large","Local"
"TX2200022","Richland Hills City","tx","Medium","Local"
"TX2200023","Saginaw City","tx","Medium-Large","Local"
"TX2200029","Benbrook Water Authority","tx","Medium-Large","Local"
"TX2200031","Euless City","tx","Medium-Large","Local"
"TX2200034","Crowley City","tx","Medium-Large","Local"
"TX2200043","Colleyville City","tx","Medium-Large","Local"
"TX2200047","Dalworthington Gardens City","tx","Small","Local"
"TX2200052","Haslet City","tx","Small","Local"
"TX2200054","Hurst City","tx","Medium-Large","Local"
"TX2200060","Lake Worth City","tx","Medium","Local"
"TX2200063","North Richland Hills City","tx","Medium-Large","Local"
"TX2200071","Sansom Park City","tx","Medium","Local"
"TX2200075","Southlake City","tx","Medium-Large","Local"
"TX2200081","White Settlement City","tx","Medium-Large","Local"
"TX2200096","Keller City","tx","Medium-Large","Local"
"TX2200328","Watauga City","tx","Medium-Large","Local"
"TX2210001","Abilene City","tx","Large","Local"
"TX2210002","Merkel City","tx","Small","Local"
"TX2230001","Brownfield City","tx","Medium","Local"
"TX2250001","Mount Pleasant City","tx","Medium-Large","Local"
"TX2260001","San Angelo City","tx","Large","Local"
"TX2260020","Concho Rural Water - North Concho Lake","tx","Small","Private"
"TX2260057","Concho Rural Water - Pecan Creek","tx","Small","Private"
"TX2260093","Concho Rural Water - The Oaks","tx","Small","Private"
"TX2270001","Austin City","tx","Very Large","Local"
"TX2270002","Manor City","tx","Medium-Large","Local"
"TX2270004","Sunset Valley City","tx","Small","Local"
"TX2270009","Garfield WSC","tx","Small","Local"
"TX2270014","Pflugerville City","tx","Medium-Large","Local"
"TX2270016","Rollingwood City","tx","Small","Local"
"TX2270027","Travis County WCID 17","tx","Medium-Large","Local"
"TX2270033","Manville WSC","tx","Medium-Large","Local"
"TX2270049","Deer Creek Water","tx","Small","Private"
"TX2270092","Lago Vista City","tx","Medium","Local"
"TX2270172","Hurst Creek MUD","tx","Small","Local"
"TX2270312","Barton Creek West WSC","tx","Small","Local"
"TX2270333","Travis County MUD 10","tx","Very Small","Local"
"TX2270352","Cypress Ranch WCID 1","tx","Small","Local"
"TX2270409","Anahuac City","tx","Very Small","Local"
"TX2290001","Woodville City","tx","Medium","Local"
"TX2300001","Big Sandy City","tx","Small","Local"
"TX2300003","Ore City","tx","Small","Local"
"TX2300020","Starville-Friendship Water Supply Corporation","tx","Very Small","Private"
"TX2310001","McCamey City","tx","Small","Local"
"TX2320002","Uvalde City","tx","Medium-Large","Local"
"TX2320032","Concan WSC","tx","Small","Local"
"TX2330001","Del Rio Utilities Commission","tx","Medium-Large","Local"
"TX2340001","Canton City","tx","Medium","Local"
"TX2340003","Grand Saline City","tx","Small","Local"
"TX2340004","Van City","tx","Medium","Local"
"TX2340005","Wills Point City","tx","Medium","Local"
"TX2340009","Edom WSC","tx","Small","Local"
"TX2340011","Little Hope - Moore WSC","tx","Small","Local"
"TX2340045","Macbee SUD - Jackson","tx","Small","Local"
"TX2350002","Victoria City","tx","Medium-Large","Local"
"TX2360001","Huntsville City","tx","Medium-Large","Local"
"TX2370001","Hempstead City","tx","Medium","Local"
"TX2370003","Waller City","tx","Medium","Local"
"TX2370029","Prairie View City","tx","Small","Local"
"TX2380001","Monahans City","tx","Medium","Local"
"TX2390001","Brenham City","tx","Medium-Large","Local"
"TX2390002","Burton City","tx","Small","Local"
"TX2390055","Central Washington County WSC","tx","Small","Local"
"TX2400001","Laredo City","tx","Large","Local"
"TX2410002","El Campo City","tx","Medium-Large","Local"
"TX2410005","Wharton City","tx","Medium","Local"
"TX2430001","Wichita Falls City","tx","Large","Local"
"TX2430002","Electra City","tx","Small","Local"
"TX2430005","Burkburnett City","tx","Medium-Large","Local"
"TX2440001","Vernon City","tx","Medium-Large","Local"
"TX2450001","Raymondville City","tx","Medium-Large","Local"
"TX2460001","Georgetown City","tx","Large","Local"
"TX2460003","Round Rock City","tx","Large","Local"
"TX2460004","Taylor City","tx","Medium-Large","Local"
"TX2460005","Florence City","tx","Small","Local"
"TX2460007","Hutto City","tx","Medium-Large","Local"
"TX2460009","Cedar Park City","tx","Medium-Large","Local"
"TX2460012","Leander City","tx","Medium-Large","Local"
"TX2460013","Liberty Hill City","tx","Small","Local"
"TX2460015","Thrall City","tx","Small","Local"
"TX2460022","Jonah Special Utility District","tx","Medium-Large","Local"
"TX2460027","High Gabriel Water Supply Corporation","tx","Very Small","Local"
"TX2460038","Durham Park WSC","tx","Small","Local"
"TX2460061","Brushy Creek MUD","tx","Medium-Large","Local"
"TX2460128","Fern Bluff Municipal Utility District","tx","Medium","Local"
"TX2460157","Sonterra MUD","tx","Medium","Local"
"TX2460169","Jarrell City","tx","Small","Local"
"TX2470001","Floresville City","tx","Medium","Local"
"TX2470002","Poth City","tx","Small","Local"
"TX2490003","Bridgeport City","tx","Medium","Local"
"TX2490005","Decatur City","tx","Medium","Local"
"TX2490007","Rhome City","tx","Small","Local"
"TX2490008","Newark City","tx","Small","Local"
"TX2490017","Runaway Bay City","tx","Small","Local"
"TX2500002","Mineola City","tx","Medium","Local"
