"pwsid","pop1990","pop2000","pop2010","cwsPop","under18","age18to34","age35to59","age60to64","over65","Asian","Black","Native","Other","White","Hispanic","d0to24k","d25to49k","d50to74k","d75to100k","d100to125k","d125to150k","d150kmore","built_2010later","built_2000to2009","built_1990to1999","built_1980to1989","built_1970to1979","built_1960to1969","built_1950to1959","built_1940to1949","built_1939early","keep"
"CA1610005",14844,19921,24369,26093,27.75,32.14,27.18,3.63,9.3,7.56,5.03,1.51,20.5,65.41,42.57,17.33,23.67,19.17,16.83,7.67,4.65,10.68,6.22,21.03,18.27,19.16,16.87,10.15,3.38,1.39,3.54,"keep"
"CA1700554",343,352,354,395,15.98,21.87,30.15,10.85,21.15,1.16,2.4,3.18,12.2,81.06,15.92,18.35,25.78,18.9,23.58,5.87,2.02,5.5,0.46,6.2,14.81,19.06,27.32,5.17,14.58,8.27,4.13,"too small"
"CA1700568",389,453,515,550,16.59,12.92,35.32,10.4,24.77,0.32,5.1,0.48,17.27,76.83,18.9,16.1,25.31,16.42,12.72,11.53,10.15,7.77,0,21.98,22.91,18.02,16.27,6.68,8.66,4.47,1.01,"too small"
"CA1710001",2071,2230,2349,2359,15.52,14.92,32.29,10.53,26.73,2.04,0.49,3.4,10.26,83.81,7.59,23.64,34.64,11.6,15.21,4.82,5.27,4.82,0.09,3,12.81,28,23.23,16.52,9.45,4.24,2.65,"keep"
"CA1710002",3300,3582,4006,4104,23.42,20.19,31.16,7.06,18.17,0.32,5.8,5.28,21.06,67.54,26.39,32.31,30.02,15.68,9.37,6.88,1.15,4.59,0.53,9.31,9.84,16.49,20.21,23.94,11.97,5.05,2.66,"keep"
"CA1710003",7181,7999,9267,9494,24.34,22.48,32.02,5.56,15.6,0.28,5.05,5.33,25.32,64.02,29.66,36.29,34.99,14.19,6.67,4.92,0.51,2.43,0.09,10.45,10.14,17.13,17.7,25,13.33,4.11,2.05,"keep"
"CA1710004",4219,4612,4470,4762,18.16,15.29,31.17,7.61,27.77,5.09,0.46,5.28,8.1,81.06,16.21,24.36,19.06,9.83,18.76,5.14,8.25,14.6,5.23,3.09,8.19,17.83,25.77,14.87,8.76,8.51,7.75,"keep"
"CA1710006",3606,4442,5500,5928,30.49,23.77,27.11,3.62,15.01,0.22,1.93,7.04,28.78,62.03,34.51,41.39,35.97,13.53,4.01,2.93,0.32,1.85,1.45,19.93,8.71,18.36,24.55,16.15,7.89,1.18,1.78,"keep"
"CA1710009",962,901,1052,989,15.34,20.23,24.17,10.19,30.07,3.23,2.34,7.43,7.41,79.59,11.73,26.74,21.76,18.27,0.66,15.45,5.15,11.96,2.04,10.66,7.05,21.16,14.73,12.7,17.87,4.08,9.72,"too small"
"CA1710013",2206,2546,3097,1481,22.82,14.67,33.31,9.43,19.77,0.42,0.24,0.35,9.72,89.27,17.11,26.05,15.33,4.98,19.16,0,7.28,27.2,38.99,17.37,0,15.56,12.73,3.64,11.72,0,0,"too small"
"CA1710015",3992,6670,8667,8227,22.98,14.29,31.07,10.29,21.37,0.76,0.2,0.72,12.11,86.21,18.7,11.86,23.81,20.63,14.57,14.57,3.75,10.82,2.08,25.85,26.18,27.86,15.66,1.1,0.88,0.4,0,"keep"
"CA1805007",1678,1406,2321,2114,10.72,28.76,42.91,6.14,11.47,0.78,12.34,3.61,8.41,74.85,17.92,13.5,28.21,37.44,10.26,2.22,2.74,5.64,0,5.21,5.81,11.97,13.39,9.95,25.24,10.55,17.89,"keep"
"CA1810001",18077,20910,22001,16403,25.85,22.75,28.5,7.28,15.62,2,3.14,4.57,8.88,81.42,9.27,25.1,25.45,25.66,8.72,10.04,2.58,2.44,0.42,6.84,5.23,9.99,12.97,11.54,18.02,20.52,14.46,"keep"
"CA1810004",1132,1150,1096,950,25.64,17.16,29.36,8.95,18.89,0.67,0,1.6,3.72,94.01,8.28,20.71,14.59,23.76,18.12,11.76,7.76,3.29,2.53,13.45,13.06,28.65,16.57,12.09,9.94,0.78,2.92,"too small"
"CA1910001",81491,84732,83060,84649,16.4,24.32,34.69,5.87,18.72,50.23,1.97,0.46,23.09,24.26,35.92,20.96,19.78,16.87,11.21,10.36,6.91,13.92,1.82,3.05,6.47,13.31,12.41,10.85,14.45,12.94,24.71,"keep"
"CA1910003",37704,40519,42852,44705,22.28,16.98,34.56,6.82,19.37,60.18,1.46,0.16,7.82,30.38,12.51,12.21,14.97,12.22,13.1,12.13,7.17,28.19,2.63,5.96,7.7,9.92,12.63,15.68,23.15,14.05,8.27,"keep"
"CA1910004",46642,49108,47650,48150,22.55,24.51,33.26,5.98,13.7,28.15,6.03,0.54,35.53,29.75,47.63,18.31,18.82,18.85,13.82,11.47,6.17,12.56,0.67,3.63,4.32,9.75,17.53,32.57,24.44,5.07,2.02,"keep"
"CA1910005",13644,13709,14596,13830,30.17,18.73,31.75,7.79,11.56,0.69,9.15,0.16,14.55,75.45,55.36,33.33,24.76,17.44,12.64,7.69,0.22,3.92,0,5.16,3.55,48.59,34.92,4.49,2.88,0.2,0.2,"keep"
"CA1910007",92777,101304,104183,106400,23.05,27.05,32.6,5.16,12.13,14.59,2.79,1.31,30.81,50.51,65.61,12.27,20.14,19.41,16.15,13.01,7.44,11.58,2.36,2.69,4.92,10.87,12.45,12.85,44.03,5.91,3.91,"keep"
"CA1910009",50779,55879,56175,56556,23.38,26.18,32.34,5.73,12.38,18.57,1.86,1.55,34.94,43.08,74.37,17.95,20.7,19.47,15.79,9.65,7.3,9.15,1.7,3.47,4.77,14.2,11.47,16.24,33.18,9.1,5.87,"keep"
"CA1910010",4199,4310,5221,4806,24.88,24.69,28.38,7.25,14.8,4.5,12.86,2.46,15.06,65.11,28.14,21.9,21.9,15.42,10.73,10.11,5.19,14.75,0.4,11.53,10.26,40.4,23.53,7.04,5.73,0.8,0.3,"keep"
"CA1910011",56403,59596,57197,58039,29.1,28.11,30.46,3.62,8.71,0.55,0.89,0.47,18.03,80.06,93.64,26.41,32.59,20.53,10.81,4.34,2.32,2.99,0.6,2.11,5.51,8.04,11.29,16.87,23.21,16.91,15.47,"keep"
"CA1910017",81124,103485,126520,129744,25.12,22.47,34.73,5.95,11.74,10.13,3.45,0.78,14.69,70.96,38.53,9.31,14.72,16.9,14.39,11.43,9.32,23.93,4.35,14.08,14.82,30.98,13.47,17.42,3.53,0.7,0.64,"keep"
"CA1910019",49584,49561,48296,49041,18.86,18.95,32.43,6.99,22.76,56.52,9.07,0.37,12.72,21.31,15.85,9.25,13.38,13.77,11.08,12.59,9.58,30.35,1.61,1.69,2.34,4.99,51.69,30.51,5.29,0.83,1.05,"keep"
"CA1910020",8003,9035,9548,9887,19.96,19.09,34.82,6.78,19.36,54.26,2.04,0.16,12.62,30.92,20.7,18.3,17.15,18.96,11.02,7.54,6.89,20.13,1.6,5.04,3.93,7.52,11.68,19.98,25.57,11.9,12.79,"keep"
"CA1910021",22150,22841,23416,23802,26.82,24.7,31.41,5.4,11.67,0.86,43.07,0.11,27.45,28.52,52.6,20.28,22.56,21.45,14.99,8.97,4.07,7.67,1.11,0.87,2.46,4.51,7.01,13.28,28.4,32.94,9.44,"keep"
"CA1910023",371,377,740,964,34.68,23.32,27.5,6.81,7.69,4.08,14.26,0.94,8.72,71.99,54.49,44.08,18.83,9.21,11.08,6.93,2.73,7.14,0,17.59,15.82,14.94,27.18,11.4,11.63,0,1.44,"keep"
"CA1910024",33090,34835,35535,37423,18.45,25.85,30.41,5.24,20.05,11.96,5.32,1.13,16.66,64.94,29.08,12.96,14.44,13.82,11.65,9.22,9.56,28.35,1.85,4.43,3.72,13.22,16.82,23.44,23.82,5.5,7.2,"keep"
"CA1910026",68948,73029,75979,76484,29.53,25.57,30.88,4.32,9.7,0.67,28.22,0.5,34.78,35.83,68.59,22.56,23.96,22.23,13.42,7.98,4.39,5.45,1.32,4.01,4.55,8.31,8.04,12.27,23.2,24.16,14.13,"keep"
"CA1910028",29093,31668,33009,33203,22.76,16.1,38.34,6.13,16.67,27.05,0.44,0.14,9.84,62.53,15.76,13.91,16.13,12.38,11.11,11.45,9.34,25.67,0.45,3.16,3.37,11.81,12.04,15.17,24.51,14.36,15.13,"keep"
"CA1910029",6488,7027,6977,6813,20.77,27.18,31.59,6.27,14.19,14,0.91,0.42,46.48,38.18,79.77,13.97,19.62,17.48,10.79,17.53,7.89,12.71,0.94,1.19,7.84,7.53,20.31,30.81,18.18,11.84,1.35,"keep"
"CA1910033",129519,135073,139995,143017,20,23.15,32.96,6.26,17.63,29.97,13.05,0.39,21.31,35.28,33.76,12.17,16.05,16.97,13.82,11.17,9.09,20.73,1.63,4.24,4.05,9.71,14.83,27.84,29.41,5.83,2.46,"keep"
"CA1910034",91750,107212,112178,112214,24,24.06,32.57,6.36,13.01,6.31,2.54,0.45,25.07,65.62,74.86,11.92,21.13,15.52,16.23,12.73,7.81,14.66,0.85,2.44,5.32,6.02,11.32,14.32,44.02,12.31,3.4,"keep"
"CA1910036",156105,155733,156912,151300,26.62,26.88,31.47,4.62,10.41,1.49,0.45,0.71,48.99,48.36,96.06,23.58,30.15,18.92,11.79,6.74,4.5,4.32,0.56,1.44,2.49,2.87,6.26,7.4,16.4,40.15,22.42,"keep"
"CA1910038",20412,22066,21988,22968,24.98,24.22,30.66,4.38,15.76,27.96,0.37,0.37,31.91,39.39,65.34,28.57,24.5,20.11,11.52,7.37,3.93,4.01,4.89,9.64,8.8,3.61,7.08,9.77,29.13,12.96,14.12,"keep"
"CA1910039",244476,259681,256283,260500,21.67,24.66,33.16,5.9,14.62,25.16,0.93,0.96,35.04,37.91,66.85,17.22,22.71,18.04,14.04,9.73,5.88,12.38,0.93,3.57,6.65,9.77,14.12,18.06,29.87,11.37,5.67,"keep"
"CA1910040",15366,16437,16856,16719,24.26,21.87,36.44,6.97,10.46,9.28,4.61,0.21,14.18,71.73,16.12,7.6,13.05,13.48,12.66,9.27,8.12,35.82,1.55,4.26,5.22,14.01,13.35,14.9,26.4,11.64,8.68,"keep"
"CA1910043",185430,200176,197375,205331,18.2,21.8,35.69,7.01,17.31,16.78,1.71,0.27,8.09,73.15,17.62,23.13,17.18,15.1,11.2,8.82,6.49,18.08,3.09,2.71,4.51,12.74,13.75,18.05,14.56,8.94,21.65,"keep"
"CA1910044",38049,39637,40387,44444,22.02,21.55,33.46,7.1,15.88,11.91,1.99,0.58,15.1,70.42,34.46,12.09,15.32,12.87,12.26,13.24,9.89,24.34,4.72,3.65,3.69,13.03,13.71,22.62,28.78,3.89,5.9,"keep"
"CA1910046",4695,5023,5226,6543,21.35,22.63,34.94,5.84,15.24,10.67,2.62,0.82,15.6,70.28,44.37,8.15,19.87,18.26,12.65,9.76,12.25,19.06,2.43,5.03,3.48,4.2,9.01,14.32,55.06,3.65,2.82,"keep"
"CA1910047",37453,44444,44147,44649,25.75,27.02,33.07,4.94,9.21,7.38,19.42,1.09,33.59,38.52,63.59,23.37,23.93,20.79,12.92,9.02,3.19,6.79,0.76,2.41,5.57,11.47,14.12,24.27,24.84,12.33,4.24,"keep"
"CA1910049",15182,16492,15789,15414,28.29,26.86,31.94,3.77,9.14,0.38,1.09,0.63,31.16,66.74,97.01,26.88,31.81,17.74,10.57,5.4,3.28,4.32,0.63,0.91,8.63,12.9,7.07,8.77,15.36,19.04,26.68,"keep"
"CA1910050",3840,3937,3985,4203,25.02,25.61,31.44,5.44,12.48,0.46,2.1,1.6,27.47,68.37,94.61,22.23,28.97,15.1,11.19,11.56,4.87,6.07,0.36,4.87,6.3,8.09,11.08,8.93,21.99,27.17,11.2,"keep"
"CA1910052",18660,18710,18949,20453,15.24,18.84,32.99,9.85,23.09,3.24,75.6,0.81,9.24,11.12,7.97,16.23,10.27,14.61,11.42,11.16,6.37,29.95,0.14,0.65,2.3,3.6,6.14,12.85,30.39,21.31,22.61,"keep"
"CA1910054",8616,9092,9300,9300,24.94,14.93,34.18,8.38,17.57,29.81,0.14,0.1,9.56,60.38,11.17,7.98,9.77,7.19,9.09,9.73,6.92,49.32,0.36,4.23,6.1,5.88,5.24,17.54,35.51,13.24,11.91,"keep"
"CA1910059",45564,52512,55082,55223,20.32,24.16,32.17,6.56,16.8,18.42,1.39,0.57,31.29,48.33,50.19,12.66,14.87,14.07,14.13,13.61,9.74,20.92,0.83,3.03,9.23,6.11,11.88,17.59,46.98,3.68,0.67,"keep"
"CA1910060",9294,10203,9939,9842,23.22,28.09,29.78,6.05,12.85,12.99,0.94,1.48,45.22,39.36,79.71,15,19.75,19.81,14.1,9.84,9.33,12.17,0.09,2.5,7.18,14.45,14.7,16.27,35.52,5.58,3.73,"keep"
"CA1910061",4572,4457,4282,4844,18.57,20.19,35.77,5.19,20.27,8.94,24.61,0.16,15.31,50.97,18.29,6.22,7.35,22.37,11.55,5.01,4.77,42.73,0.37,1.03,4.35,0.81,4.57,10.4,23.67,20.28,34.51,"keep"
"CA1910062",29987,32362,31388,32206,20.85,19.41,32.19,8.29,19.27,9.63,3.38,0.72,13.48,72.78,35.47,14.48,13.83,15.07,12.57,10.52,9.94,23.6,3.93,4.42,7.95,17.79,31.7,16.69,9.24,2.35,5.94,"keep"
"CA1910063",14989,15177,15380,16126,21.45,20.06,34.69,6.55,17.25,5.36,32.49,0.56,18.41,43.18,34.92,15.73,13,16.02,10.16,9.14,7.41,28.54,0.89,1.83,3.8,1.48,1.65,8.12,23.55,23.77,34.91,"keep"
"CA1910065",435063,467943,470071,475013,22.64,26.96,33.13,5.64,11.63,12.75,13,0.91,23.01,50.34,42.69,18.96,21.1,16.9,13.57,9.19,5.61,14.68,1.36,2.74,4.45,8.75,12.75,13.59,22.87,14.03,19.47,"keep"
"CA1910067",3597660,3794360,3891093,4070679,20.61,27.69,33.46,5.36,12.88,11.34,9.8,0.71,25.78,52.37,47.14,21.47,19.96,15.32,11.43,8.61,5.88,17.33,3.11,5.47,5.58,10.09,13.89,14.2,17.53,9.88,20.26,"keep"
"CA1910070",110348,138905,183096,184809,27.68,23.12,32.31,5.82,11.07,5.42,17.92,0.61,14.82,61.23,40.77,22.91,21.02,16.99,13.64,9.16,5.44,10.83,1.67,15.47,18.85,31.57,14.58,5.97,9.88,1.05,0.97,"keep"
"CA1910073",17700,19045,19559,20320,21.04,21.66,31.42,6.84,19.03,16.53,7.95,1.04,20.25,54.23,31.8,17.8,16.26,18.79,11.46,12.74,6.75,16.21,1.82,4.46,4.03,11.08,17.18,20.42,22.25,7.31,11.45,"keep"
"CA1910077",57258,60615,63511,66203,31.95,27.56,29.46,4.27,6.75,0.24,7.15,0.27,44.83,47.51,92.01,26.16,28.58,19.46,10.9,7.6,3.5,3.81,1.38,3.93,5.91,4.81,6.83,11.26,16.07,19.3,30.5,"keep"
"CA1910079",60435,67527,67492,66967,28.39,29.83,29.54,4.29,7.95,0.94,7.29,0.57,30.04,61.16,88.48,19.57,28.5,18.85,13.61,7.09,5,7.38,0.16,2.3,2.91,5.07,10.72,14.44,28.67,24.31,11.42,"keep"
"CA1910083",31381,33285,34485,35135,26.86,11.01,38.13,6.96,17.04,16.06,0.62,0.19,7.8,75.32,8.73,5.31,8.65,9.36,9.45,9.23,6.24,51.76,3.35,10.76,9.1,13.25,12.29,12.56,21.71,10.12,6.86,"keep"
"CA1910090",36070,37586,37330,37787,20.74,20.31,38.63,6.31,14.01,14.46,5.71,0.49,15.89,63.46,41.17,14.29,19.13,14.56,14.39,10.96,8.16,18.5,0.95,5.44,5.59,8.58,10.9,17.23,18.59,14.1,18.61,"keep"
"CA1910092",66075,62558,62657,62183,17.59,20.68,32.98,7.77,20.98,64.62,0.7,0.67,19.97,14.03,29.39,20.66,20.86,16.44,10.64,9.25,6.53,15.63,1.89,5.56,6.04,9.88,14.22,15.1,27.37,12.6,7.35,"keep"
"CA1910096",8748,11424,13083,12474,27.42,27.36,32.36,3.85,9.01,7.15,3.26,0.7,18.19,70.69,57.85,17.53,19.7,15.86,11.85,8.7,8.83,17.53,0.74,6.36,17.01,24.22,19.06,16.39,8.79,4.64,2.79,"keep"
"CA1910098",38227,42505,42557,43874,26.09,25.41,32.47,5.05,10.98,9.11,3.98,0.85,47.42,38.64,75.36,14.44,18.97,21.22,15.46,11.8,7.92,10.19,0.67,1.78,5.35,6.63,5.77,12.4,51.81,12.75,2.84,"keep"
"CA1910101",20267,22574,23511,25000,24.65,25.34,31.87,4.87,13.27,8.19,1.6,0.63,45.18,44.41,72.88,11.49,18.01,20.08,14.74,11.99,7.07,16.62,0.89,2.76,3.41,6.1,8.5,16.73,47.86,12.79,0.97,"keep"
"CA1910102",65804,91170,111942,115525,30.61,24.58,31.23,4.62,8.95,3.24,13.22,1.74,39.24,42.57,68.05,21.92,25.71,19.57,14.73,9.02,3.88,5.17,1.28,13.71,21.43,37.85,8.9,3.87,11.18,0.65,1.13,"keep"
"CA1910103",3850,4841,5897,5564,22.51,21.83,33.73,6.51,15.42,3,7.2,1.92,13.58,74.31,30.96,12.36,20.59,10.24,18.41,14.11,7.19,17.1,0.57,6.5,11.86,33.68,23.26,5.72,14.39,2.58,1.44,"keep"
"CA1910104",68704,68467,69448,70271,20.96,12.27,33.04,8.3,25.44,23.83,1.47,0.27,10.42,64.02,12.52,8.42,8.32,9.39,8.67,8.75,6.65,49.8,0.89,2.63,2.89,7,22.16,31.37,27.18,3.49,2.38,"keep"
"CA1910108",10205,10956,10859,11292,29.7,27.15,30.67,4.14,8.33,0.84,1.26,0.28,19.11,78.52,95.68,22.58,31.92,21.71,8.53,7.86,2.64,4.75,0.2,3.96,7.26,6.96,9.86,15.77,25.07,25.8,5.11,"keep"
"CA1910124",157086,159790,163425,168651,18.21,23.2,34.69,6.41,17.48,17.84,9.24,0.38,18.06,54.48,29.16,18.25,12.99,13.76,12.35,9.54,7.63,25.49,2.39,5.94,5.46,9.51,10.83,11.26,14.25,9.94,30.42,"keep"
"CA1910125",23439,24945,24639,25284,23.94,23.8,33.44,5.02,13.81,2.09,0.77,0.43,46.47,50.25,92.13,16.29,20.07,20.81,13.77,13.77,4.98,10.32,0.26,2.59,2.16,5.41,8.7,9.37,52.06,12.77,6.68,"keep"
"CA1910126",130297,146421,147794,152361,24.71,27.56,31.48,5.04,11.21,11.64,6.07,2.45,32.25,47.59,68.15,17.49,23.03,18.34,15.03,9.5,6,10.61,2.32,4.79,6.98,15.05,10.4,14.76,25.2,7.75,12.76,"keep"
"CA1910127",29905,32456,33352,33300,23.03,21.65,34.54,5.59,15.19,13.72,3.29,2.68,26.53,53.78,59.28,15.86,19.33,20.34,14.2,8.11,8.07,14.11,1.1,1.66,3.17,9.24,10.94,17.92,45.24,4.84,5.87,"keep"
"CA1910130",12485,15904,20003,20352,26.47,22.94,31.01,6.91,12.66,4.19,12.68,1.28,12.03,69.83,30.64,16.78,19.33,13.34,14.36,10.65,7.55,17.98,1.44,15.56,15.13,24.71,19.64,5.95,13.85,2.59,1.13,"keep"
"CA1910134",88561,92885,96951,96314,21.31,18.82,39.41,6.33,14.13,12.42,3.36,0.45,11.57,72.2,15.09,7.81,9.81,11.54,13.08,11.06,7.91,38.79,2.32,5.92,7.43,14.38,18.4,15.8,22.54,7.26,5.94,"keep"
"CA1910139",42927,45269,46008,46464,20.92,18.12,34.44,7.14,19.38,56.44,1.03,0.38,14.03,28.13,21.74,15.71,17.55,14.17,10.27,9.29,7.52,25.49,1.12,4.69,5.05,7.49,8.08,12.08,22.82,19.05,19.64,"keep"
"CA1910140",9587,9362,9086,9600,18.11,17.48,37.43,7.33,19.64,6.65,17.19,1.39,17.66,57.1,25.22,7.2,12.75,14.93,14.19,10.79,8.55,31.59,3.57,1.52,2.17,1.97,3.55,7.19,20.85,18.08,41.1,"keep"
"CA1910142",50455,53122,53730,55092,21.64,22.31,32.38,6.54,17.14,14.09,2.45,0.96,13.89,68.61,39.52,15.41,13.03,15.67,13.07,11.3,10.05,21.46,2.12,2.83,6.68,21.53,27.37,20.93,14.01,1.25,3.28,"keep"
"CA1910144",40458,43352,44095,45000,17.01,23.96,35.21,6.83,16.99,63.15,0.63,0.34,18.26,17.62,25.85,19.25,22.12,16.8,12.4,9.54,6.79,13.11,1.32,5.28,6.85,10.68,11.16,13.8,19.63,17.67,13.6,"keep"
"CA1910146",87719,85791,90558,91411,15.57,24.96,34.64,6.36,18.47,9.95,3.72,0.31,8.66,77.35,14.56,17.41,12.6,10.6,11.04,9.16,7.6,31.59,3.58,6.36,5.62,8.64,20.57,17.89,13.82,9.34,14.19,"keep"
"CA1910147",6433,6308,6905,6837,33.01,32.02,24.54,4.03,6.4,2.54,11.43,2.08,38.39,45.56,83.33,15,21.51,15.52,12.86,18.77,4.95,11.38,0.07,5.39,4.46,6.69,9.92,14.74,31.2,14.09,13.44,"keep"
"CA1910148",10577,10439,10803,11000,18.5,12.71,38.77,8.06,21.96,14.42,0.96,0.41,4.37,79.84,15.82,10.63,11.87,14.81,11.59,12.26,5.94,32.91,0.63,4.86,5,4.21,8.65,17.79,18.57,14.51,25.77,"keep"
"CA1910149",10046,10981,12043,11795,18.54,28.13,36.02,5.21,12.09,26.22,8.62,0.03,15.55,49.59,35.06,17.27,14.82,17.86,10.71,13.42,7.3,18.62,3.68,16.36,5.78,24.94,16.38,8.37,10.41,5.27,8.8,"keep"
"CA1910152",71839,78509,76939,76443,26.92,26.71,30.85,5.28,10.24,0.53,0.49,0.52,34.25,64.2,96.37,19.26,28.62,21.32,12.9,7.47,3.98,6.46,1.01,2.33,5.39,4.98,9.73,11.53,17.3,27.71,20.02,"keep"
"CA1910154",24561,25103,25758,26174,24.89,17.83,39.67,4.16,13.45,27.14,4.77,0.19,10.49,57.42,18.72,10.3,11.12,12.25,14.04,9.51,8.59,34.19,0.49,2.12,4.14,6.83,11.07,15.92,14.03,8.49,36.91,"keep"
"CA1910155",243249,261997,265928,274647,24.76,24.7,33,5.55,11.99,8.74,27.03,0.93,28.99,34.31,54.15,20.93,23.52,19.25,12.41,8.29,5.81,9.78,2.05,3.41,5.5,9.81,11.08,15.91,28.27,16.33,7.63,"keep"
"CA1910156",43538,45853,46036,46001,17.13,22.46,34.89,6.49,19.03,8.67,2.15,0.17,7.59,81.42,6.71,16.23,10.41,11.99,11.04,7.96,7.65,34.72,1.03,3.17,4.83,8.56,14.45,16.74,12.41,8.28,30.53,"keep"
"CA1910161",20333,22871,24161,24171,29.35,27.85,30.97,4.19,7.64,0.86,15.79,0.34,41.2,41.81,81.1,17.79,26.43,22.76,14.12,7.62,5.29,6,2.89,2.59,2.46,6.21,6.23,10.33,27.78,31.83,9.68,"keep"
"CA1910163",5387,6690,7327,7775,20.25,23.58,30.65,6.56,18.96,33.65,2.29,0.66,28.54,34.87,38.6,15.23,9.64,10.91,12,13.1,12.23,26.89,4.08,9.75,14.32,20.1,12.04,14.43,19.39,2.89,3,"keep"
"CA1910167",29407,29955,29753,30000,27.14,27.14,30,6.29,9.43,3.15,2.58,0.86,35.24,58.17,87.97,18.67,26.67,17.33,12,8,12,5.33,1.23,6.17,8.64,9.88,7.41,4.94,16.05,22.22,23.46,"keep"
"CA1910169",15138,16616,16192,16180,24.2,26.35,33.51,5.33,10.62,0.99,0.17,0.28,28.02,70.54,97.39,19.69,27.95,18.97,14.17,7.84,4.43,6.94,0.02,0.89,2.94,3.1,4.54,5.45,15.28,21.62,46.16,"keep"
"CA1910173",46028,49688,49917,49954,23.18,26.43,32.21,5.43,12.75,4.42,1.67,0.93,42.25,50.73,71.16,18.44,21.05,16.92,13.48,9.76,7.01,13.33,0.57,1.29,1.33,6.98,8.94,14.01,32.69,20.95,13.23,"keep"
"CA1910174",55906,60185,61878,64489,22.15,23.68,33.14,5.93,15.1,6.62,1.21,0.86,36,55.31,62.37,10.99,16.11,15.79,12.36,14.91,8.51,21.32,0.71,1.71,2.7,3.67,7.57,17.23,53.91,10.05,2.46,"keep"
"CA1910179",97323,103562,106386,105952,17.32,26.11,35.96,5.46,15.15,11.83,3.65,0.68,11.57,72.27,21.23,18.01,15.62,15.94,13.02,9.29,7.32,20.8,0.82,6.69,6.89,10.89,11.68,11.17,17.55,21.9,12.42,"keep"
"CA1910185",3482,3975,5293,5181,27.07,20.4,38.08,5.74,8.71,9.77,4.35,1,13.5,71.38,33.43,6.79,7.86,11.7,13.34,13.83,12.68,33.8,0.81,37.18,27.66,22.9,4.52,1.61,3.06,0.97,1.29,"keep"
"CA1910186",22163,23199,23764,24020,19.85,23.9,33.77,6.29,16.19,14.7,7.3,0.77,23.11,54.12,55.31,16.97,16.59,17.67,12.86,12.27,6.18,17.46,0.96,4.75,4.86,15.44,15.06,13.82,27.34,13.25,4.53,"keep"
"CA1910189",9061,9015,8667,8641,17.18,24.17,29.11,7.05,22.49,33.49,1.22,0.09,19.28,45.92,51.28,14.75,19.78,13.25,12.96,11.13,6.65,21.48,0.12,1.75,1.95,2.95,32.97,36.92,18.64,3.5,1.19,"keep"
"CA1910191",11517,13109,13337,12794,26.68,25.28,29.74,6,12.31,12.98,3.38,0.45,49.6,33.58,72.52,17.23,19.73,17.57,13.69,10.42,9.88,11.48,1.01,3.6,4.31,4.71,7.25,14.07,46.85,12.78,5.44,"keep"
"CA1910194",53933,59631,57778,59283,20.12,23.9,31.87,7.49,16.62,50.5,1.45,0.17,22.44,25.45,40.56,16.18,17.96,17.83,15.56,9.06,7.41,16,0.13,1.75,10.96,18.89,32.59,22.88,10.14,1.9,0.77,"keep"
"CA1910195",6223,7619,7683,7706,24.9,27.65,32.08,5.39,9.98,1.87,3.18,0.16,36.25,58.53,87.08,15.66,26.4,20.36,15.44,7.55,5.98,8.61,1.57,6.61,6.29,5.75,7.8,6.88,24.07,35.93,5.09,"keep"
"CA1910203",6679,8575,10514,10725,24.67,19.19,30.29,7.75,18.1,0.44,2.55,1.36,35.63,60.03,57.31,14.94,37.08,14.67,11.83,14.61,1.85,5.02,0.73,9.36,23.82,28.07,19.74,2.49,11.97,3.22,0.61,"keep"
"CA1910204",22483,21886,27736,30361,7.35,32.77,43.3,6.17,10.42,10.54,8,0,6.25,75.22,10.83,11.8,7.9,13.94,6.87,13.21,10.86,35.42,8.21,13.37,8.72,6.13,35.74,18.38,7.19,0.05,2.2,"keep"
"CA1910205",155555,169988,170856,171182,21.36,24.43,32.65,6.39,15.17,26.14,2.68,0.63,34.18,36.37,61.35,12.31,17.2,15.79,15.06,12.39,8.95,18.3,1.34,2.32,4.65,11.61,19.65,13.64,41.8,3.37,1.61,"keep"
"CA1910211",65133,72346,73603,72964,23.58,25.88,33.14,5.43,11.97,13.83,5.32,0.41,44.18,36.25,66.85,12.18,19.99,19.39,16.46,11.97,8.28,11.73,1.17,1.61,3.74,4.82,7.85,18,49.9,10.84,2.09,"keep"
"CA1910212",23533,25300,26580,27030,20.6,20.2,35.15,7.14,16.91,47.09,1.85,0.47,18.93,31.67,31.07,16.53,17.77,16.42,12.33,10.5,7.42,19.03,3.19,6.39,4.54,6.03,8.24,15.4,30.94,19.04,6.24,"keep"
"CA1910213",96557,100843,107022,108217,20.91,18.91,36.25,6.86,17.08,34.44,2.41,0.8,15.12,47.22,20.47,12,14.91,13.36,13.19,11.95,8.68,25.9,0.65,5.03,4.58,8.74,12.08,24.8,33.72,6.01,4.39,"keep"
"CA1910218",4592,4945,4909,5459,19.58,20.63,33.44,5.99,20.37,15.17,0.34,0.28,17.45,66.75,33.73,6.65,10.83,13.31,8.96,11.73,5.65,42.88,0.1,3.83,6.71,9.98,13.84,21.18,29.81,11.58,2.96,"keep"
"CA1910223",28277,28548,28273,27891,20.45,21.91,34.32,7.9,15.42,64.74,0.68,0.47,20.89,13.22,30.78,23.95,25.84,21.22,10.92,8,4.41,5.66,1.98,5.15,7.13,11.85,9.79,13.71,20.77,12.22,17.4,"keep"
