"pwsid","hh_use","HBI","PPI","TRAD","burden","LaborHrs"
"CA0510001",2000,7.41,26.01,3.52,"Moderate-High",11.26
"CA0510001",3000,7.41,26.01,3.52,"Moderate-High",11.26
"CA0510001",4000,7.41,26.01,3.52,"Moderate-High",11.26
"CA0510001",5000,7.41,26.01,3.52,"Moderate-High",11.26
"CA0510001",6000,7.41,26.01,3.52,"Moderate-High",11.26
"CA0510001",7000,7.41,26.01,3.52,"Moderate-High",11.26
"CA0510001",8000,7.47,26.01,3.55,"Moderate-High",11.35
"CA0510001",9000,7.58,26.01,3.6,"Moderate-High",11.53
"CA0510002",0,6.06,43.68,3.83,"High",9.58
"CA0510002",1000,6.06,43.68,3.83,"High",9.58
"CA0510002",10000,7.45,43.68,4.7,"High",11.78
"CA0510002",11000,7.67,43.68,4.84,"High",12.12
"CA0510002",12000,7.88,43.68,4.98,"High",12.46
"CA0510002",13000,8.1,43.68,5.12,"High",12.81
"CA0510002",14000,8.32,43.68,5.25,"High",13.15
"CA0510002",15000,8.53,43.68,5.39,"High",13.49
"CA0510002",16000,8.75,43.68,5.52,"High",13.83
"CA0510002",2000,6.06,43.68,3.83,"High",9.58
"CA0510002",3000,6.17,43.68,3.9,"High",9.74
"CA0510002",4000,6.27,43.68,3.96,"High",9.91
"CA0510002",5000,6.37,43.68,4.03,"High",10.07
"CA0510002",6000,6.58,43.68,4.16,"High",10.41
"CA0510002",7000,6.8,43.68,4.3,"High",10.75
"CA0510002",8000,7.02,43.68,4.43,"High",11.09
"CA0510002",9000,7.23,43.68,4.57,"High",11.44
"CA0510003",0,7.66,26.92,3.04,"Moderate-High",11.33
"CA0510003",1000,7.76,26.92,3.08,"Moderate-High",11.47
"CA0510003",10000,8.59,26.92,3.41,"Moderate-High",12.71
"CA0510003",11000,8.69,26.92,3.45,"Moderate-High",12.85
"CA0510003",12000,8.78,26.92,3.49,"Moderate-High",12.99
"CA0510003",13000,8.88,26.92,3.53,"Moderate-High",13.12
"CA0510003",14000,8.97,26.92,3.56,"Moderate-High",13.26
"CA0510003",15000,9.06,26.92,3.6,"Moderate-High",13.4
"CA0510003",16000,9.15,26.92,3.64,"Moderate-High",13.54
"CA0510003",2000,7.85,26.92,3.12,"Moderate-High",11.61
"CA0510003",3000,7.94,26.92,3.15,"Moderate-High",11.75
"CA0510003",4000,8.04,26.92,3.2,"Moderate-High",11.88
"CA0510003",5000,8.13,26.92,3.23,"Moderate-High",12.02
"CA0510003",6000,8.22,26.92,3.27,"Moderate-High",12.16
"CA0510003",7000,8.31,26.92,3.31,"Moderate-High",12.3
"CA0510003",8000,8.41,26.92,3.34,"Moderate-High",12.44
"CA0510003",9000,8.5,26.92,3.37,"Moderate-High",12.57
"CA0510004",0,5.75,26.19,3.76,"Moderate-High",11.96
"CA0510004",1000,5.81,26.19,3.8,"Moderate-High",12.08
"CA0510004",10000,6.33,26.19,4.14,"Moderate-High",13.16
"CA0510004",11000,6.38,26.19,4.18,"Moderate-High",13.28
"CA0510004",12000,6.44,26.19,4.22,"Moderate-High",13.4
"CA0510004",13000,6.5,26.19,4.25,"Moderate-High",13.52
"CA0510004",14000,6.56,26.19,4.29,"Moderate-High",13.64
"CA0510004",15000,6.62,26.19,4.33,"Moderate-High",13.76
"CA0510004",16000,6.68,26.19,4.37,"Moderate-High",13.88
"CA0510004",2000,5.86,26.19,3.84,"Moderate-High",12.19
"CA0510004",3000,5.92,26.19,3.87,"Moderate-High",12.31
"CA0510004",4000,5.98,26.19,3.91,"Moderate-High",12.43
"CA0510004",5000,6.03,26.19,3.95,"Moderate-High",12.55
"CA0510004",6000,6.09,26.19,3.99,"Moderate-High",12.67
"CA0510004",7000,6.15,26.19,4.03,"Moderate-High",12.79
"CA0510004",8000,6.21,26.19,4.06,"Moderate-High",12.91
"CA0510004",9000,6.27,26.19,4.1,"Moderate-High",13.03
"CA0510006",0,5.01,25.37,3.03,"Moderate-High",12.34
"CA0510006",1000,5.06,25.37,3.06,"Moderate-High",12.46
"CA0510006",10000,5.51,25.37,3.33,"Moderate-High",13.55
"CA0510006",11000,5.55,25.37,3.36,"Moderate-High",13.68
"CA0510006",12000,5.6,25.37,3.39,"Moderate-High",13.8
"CA0510006",13000,5.66,25.37,3.42,"Moderate-High",13.92
"CA0510006",14000,5.71,25.37,3.46,"Moderate-High",14.05
"CA0510006",15000,5.76,25.37,3.48,"Moderate-High",14.17
"CA0510006",16000,5.81,25.37,3.51,"Moderate-High",14.29
"CA0510006",2000,5.11,25.37,3.1,"Moderate-High",12.58
"CA0510006",3000,5.16,25.37,3.12,"Moderate-High",12.69
"CA0510006",4000,5.21,25.37,3.15,"Moderate-High",12.81
"CA0510006",5000,5.26,25.37,3.18,"Moderate-High",12.94
"CA0510006",6000,5.3,25.37,3.21,"Moderate-High",13.06
"CA0510006",7000,5.36,25.37,3.24,"Moderate-High",13.18
"CA0510006",8000,5.41,25.37,3.27,"Moderate-High",13.31
"CA0510006",9000,5.45,25.37,3.3,"Moderate-High",13.43
"CA0510010",0,2.25,14.25,1.25,"Low",6.15
"CA0510010",1000,2.27,14.25,1.26,"Low",6.21
"CA0510010",10000,2.47,14.25,1.37,"Low",6.73
"CA0510010",11000,2.49,14.25,1.38,"Low",6.79
"CA0510010",12000,2.51,14.25,1.39,"Low",6.85
"CA0510010",13000,2.53,14.25,1.4,"Low",6.9
"CA0510010",14000,2.55,14.25,1.41,"Low",6.96
"CA0510010",15000,2.57,14.25,1.43,"Low",7.02
"CA0510010",16000,2.59,14.25,1.44,"Low",7.08
"CA0510010",2000,2.3,14.25,1.27,"Low",6.27
"CA0510010",3000,2.32,14.25,1.29,"Low",6.33
"CA0510010",4000,2.34,14.25,1.3,"Low",6.38
"CA0510010",5000,2.36,14.25,1.31,"Low",6.44
"CA0510010",6000,2.38,14.25,1.32,"Low",6.5
"CA0510010",7000,2.4,14.25,1.33,"Low",6.56
"CA0510010",8000,2.42,14.25,1.34,"Low",6.62
"CA0510010",9000,2.44,14.25,1.36,"Low",6.67
"CA0510016",0,6.26,20.08,3.7,"Moderate-High",12.35
"CA0510016",1000,6.32,20.08,3.74,"Moderate-High",12.47
"CA0510016",10000,6.88,20.08,4.07,"Moderate-High",13.56
"CA0510016",11000,6.94,20.08,4.1,"Moderate-High",13.69
"CA0510016",12000,7,20.08,4.14,"Moderate-High",13.81
"CA0510016",13000,7.06,20.08,4.18,"Moderate-High",13.93
"CA0510016",14000,7.12,20.08,4.21,"Moderate-High",14.06
"CA0510016",15000,7.19,20.08,4.25,"Moderate-High",14.18
"CA0510016",16000,7.25,20.08,4.29,"Moderate-High",14.3
"CA0510016",2000,6.38,20.08,3.77,"Moderate-High",12.58
"CA0510016",3000,6.44,20.08,3.81,"Moderate-High",12.7
"CA0510016",4000,6.5,20.08,3.85,"Moderate-High",12.82
"CA0510016",5000,6.56,20.08,3.88,"Moderate-High",12.94
"CA0510016",6000,6.62,20.08,3.92,"Moderate-High",13.07
"CA0510016",7000,6.69,20.08,3.96,"Moderate-High",13.19
"CA0510016",8000,6.75,20.08,3.99,"Moderate-High",13.32
"CA0510016",9000,6.82,20.08,4.03,"Moderate-High",13.44
"CA0510017",0,4.58,20.77,2.33,"Low-Moderate",12.34
"CA0510017",1000,4.62,20.77,2.35,"Moderate-High",12.46
"CA0510017",10000,5.03,20.77,2.56,"Moderate-High",13.55
"CA0510017",11000,5.07,20.77,2.58,"Moderate-High",13.68
"CA0510017",12000,5.12,20.77,2.61,"Moderate-High",13.8
"CA0510017",13000,5.17,20.77,2.63,"Moderate-High",13.92
"CA0510017",14000,5.21,20.77,2.65,"Moderate-High",14.05
"CA0510017",15000,5.26,20.77,2.68,"Moderate-High",14.17
"CA0510017",16000,5.3,20.77,2.7,"Moderate-High",14.29
"CA0510017",2000,4.67,20.77,2.38,"Moderate-High",12.58
"CA0510017",3000,4.71,20.77,2.4,"Moderate-High",12.69
"CA0510017",4000,4.75,20.77,2.42,"Moderate-High",12.81
"CA0510017",5000,4.8,20.77,2.44,"Moderate-High",12.94
"CA0510017",6000,4.85,20.77,2.47,"Moderate-High",13.06
"CA0510017",7000,4.89,20.77,2.49,"Moderate-High",13.18
"CA0510017",8000,4.94,20.77,2.51,"Moderate-High",13.31
"CA0510017",9000,4.98,20.77,2.54,"Moderate-High",13.43
"CA0610003",0,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",1000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",10000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",11000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",12000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",13000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",14000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",15000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",16000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",2000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",3000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",4000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",5000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",6000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",7000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",8000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610003",9000,4.2,37.57,1.98,"Moderate-High",7.85
"CA0610004",0,6.71,39.69,2.58,"High",8.2
"CA0610004",1000,6.71,39.69,2.58,"High",8.2
"CA0610004",10000,9.09,39.69,3.5,"High",11.12
"CA0610004",11000,9.47,39.69,3.65,"Very High",11.58
"CA0610004",12000,9.85,39.69,3.8,"Very High",12.05
"CA0610004",13000,10.24,39.69,3.94,"Very High",12.52
"CA0610004",14000,10.62,39.69,4.09,"Very High",12.98
"CA0610004",15000,11,39.69,4.24,"Very High",13.45
"CA0610004",16000,11.39,39.69,4.38,"Very High",13.92
"CA0610004",2000,6.71,39.69,2.58,"High",8.2
"CA0610004",3000,6.71,39.69,2.58,"High",8.2
"CA0610004",4000,6.8,39.69,2.62,"High",8.32
"CA0610004",5000,7.18,39.69,2.76,"High",8.78
"CA0610004",6000,7.56,39.69,2.91,"High",9.25
"CA0610004",7000,7.95,39.69,3.06,"High",9.72
"CA0610004",8000,8.33,39.69,3.21,"High",10.18
"CA0610004",9000,8.71,39.69,3.35,"High",10.65
"CA0710001",0,1.51,27.86,0.67,"Low-Moderate",2.95
"CA0710001",1000,1.72,27.86,0.77,"Low-Moderate",3.36
"CA0710001",10000,3.73,27.86,1.66,"Low-Moderate",7.28
"CA0710001",11000,4.07,27.86,1.81,"Low-Moderate",7.94
"CA0710001",12000,4.41,27.86,1.96,"Low-Moderate",8.6
"CA0710001",13000,4.74,27.86,2.11,"Moderate-High",9.26
"CA0710001",14000,5.08,27.86,2.26,"Moderate-High",9.92
"CA0710001",15000,5.42,27.86,2.41,"Moderate-High",10.58
"CA0710001",16000,5.76,27.86,2.56,"Moderate-High",11.24
"CA0710001",2000,1.93,27.86,0.86,"Low-Moderate",3.77
"CA0710001",3000,2.14,27.86,0.95,"Low-Moderate",4.18
"CA0710001",4000,2.35,27.86,1.04,"Low-Moderate",4.58
"CA0710001",5000,2.56,27.86,1.14,"Low-Moderate",4.99
"CA0710001",6000,2.77,27.86,1.23,"Low-Moderate",5.4
"CA0710001",7000,2.98,27.86,1.32,"Low-Moderate",5.81
"CA0710001",8000,3.18,27.86,1.42,"Low-Moderate",6.22
"CA0710001",9000,3.39,27.86,1.51,"Low-Moderate",6.62
"CA0710002",0,2.9,40.31,1.48,"Moderate-High",5.73
"CA0710002",1000,3.21,40.31,1.64,"Moderate-High",6.35
"CA0710002",10000,6.21,40.31,3.16,"High",12.28
"CA0710002",11000,6.59,40.31,3.36,"High",13.04
"CA0710002",12000,7,40.31,3.57,"High",13.86
"CA0710002",13000,7.41,40.31,3.78,"High",14.67
"CA0710002",14000,7.83,40.31,3.99,"High",15.49
"CA0710002",15000,8.24,40.31,4.2,"High",16.31
"CA0710002",16000,8.65,40.31,4.41,"High",17.12
"CA0710002",2000,3.52,40.31,1.8,"Moderate-High",6.97
"CA0710002",3000,3.83,40.31,1.95,"Moderate-High",7.59
"CA0710002",4000,4.15,40.31,2.11,"Moderate-High",8.2
"CA0710002",5000,4.46,40.31,2.27,"Moderate-High",8.82
"CA0710002",6000,4.77,40.31,2.43,"High",9.44
"CA0710002",7000,5.13,40.31,2.62,"High",10.15
"CA0710002",8000,5.49,40.31,2.8,"High",10.86
"CA0710002",9000,5.84,40.31,2.98,"High",11.57
"CA0710003",0,2.33,23.22,1.04,"Low-Moderate",5.37
"CA0710003",1000,2.6,23.22,1.16,"Low-Moderate",6
"CA0710003",10000,5.08,23.22,2.27,"Moderate-High",11.7
"CA0710003",11000,5.35,23.22,2.39,"Moderate-High",12.33
"CA0710003",12000,5.63,23.22,2.51,"Moderate-High",12.97
"CA0710003",13000,5.9,23.22,2.63,"Moderate-High",13.6
"CA0710003",14000,6.18,23.22,2.76,"Moderate-High",14.23
"CA0710003",15000,6.45,23.22,2.88,"Moderate-High",14.87
"CA0710003",16000,6.72,23.22,3,"Moderate-High",15.5
"CA0710003",2000,2.88,23.22,1.29,"Low-Moderate",6.63
"CA0710003",3000,3.15,23.22,1.41,"Low-Moderate",7.27
"CA0710003",4000,3.43,23.22,1.53,"Low-Moderate",7.9
"CA0710003",5000,3.7,23.22,1.65,"Low-Moderate",8.53
"CA0710003",6000,3.98,23.22,1.78,"Low-Moderate",9.17
"CA0710003",7000,4.25,23.22,1.9,"Low-Moderate",9.8
"CA0710003",8000,4.53,23.22,2.02,"Low-Moderate",10.43
"CA0710003",9000,4.8,23.22,2.14,"Moderate-High",11.07
"CA0710004",0,1.71,18.84,0.8,"Low",5.12
"CA0710004",1000,1.85,18.84,0.86,"Low",5.56
"CA0710004",10000,3.46,18.84,1.62,"Low",10.4
"CA0710004",11000,3.61,18.84,1.68,"Low",10.84
"CA0710004",12000,3.76,18.84,1.75,"Low",11.27
"CA0710004",13000,3.9,18.84,1.82,"Low",11.71
"CA0710004",14000,4.05,18.84,1.89,"Low",12.15
"CA0710004",15000,4.22,18.84,1.97,"Low",12.66
"CA0710004",16000,4.39,18.84,2.05,"Low",13.17
"CA0710004",2000,2.07,18.84,0.97,"Low",6.22
"CA0710004",3000,2.29,18.84,1.07,"Low",6.89
"CA0710004",4000,2.52,18.84,1.17,"Low",7.55
"CA0710004",5000,2.74,18.84,1.28,"Low",8.21
"CA0710004",6000,2.88,18.84,1.34,"Low",8.65
"CA0710004",7000,3.03,18.84,1.41,"Low",9.09
"CA0710004",8000,3.17,18.84,1.48,"Low",9.52
"CA0710004",9000,3.32,18.84,1.55,"Low",9.96
"CA0710006",0,2.67,10.91,1.19,"Low",7.37
"CA0710006",1000,2.88,10.91,1.29,"Low",7.97
"CA0710006",10000,4.84,10.91,2.16,"Low-Moderate",13.36
"CA0710006",11000,5.05,10.91,2.26,"Low-Moderate",13.96
"CA0710006",12000,5.27,10.91,2.36,"Low-Moderate",14.56
"CA0710006",13000,5.49,10.91,2.46,"Low-Moderate",15.16
"CA0710006",14000,5.71,10.91,2.55,"Low-Moderate",15.76
"CA0710006",15000,5.92,10.91,2.65,"Low-Moderate",16.36
"CA0710006",16000,6.14,10.91,2.75,"Low-Moderate",16.95
"CA0710006",2000,3.1,10.91,1.39,"Low",8.56
"CA0710006",3000,3.32,10.91,1.49,"Low",9.16
"CA0710006",4000,3.54,10.91,1.58,"Low",9.76
"CA0710006",5000,3.75,10.91,1.68,"Low",10.36
"CA0710006",6000,3.97,10.91,1.78,"Low",10.96
"CA0710006",7000,4.19,10.91,1.87,"Low",11.56
"CA0710006",8000,4.4,10.91,1.97,"Low",12.16
"CA0710006",9000,4.62,10.91,2.07,"Low-Moderate",12.76
"CA0710007",0,2.71,20.24,1.22,"Low-Moderate",6.97
"CA0710007",1000,2.84,20.24,1.28,"Low-Moderate",7.32
"CA0710007",10000,4.13,20.24,1.86,"Low-Moderate",10.63
"CA0710007",11000,4.28,20.24,1.92,"Low-Moderate",11.02
"CA0710007",12000,4.43,20.24,1.99,"Low-Moderate",11.41
"CA0710007",13000,4.58,20.24,2.06,"Low-Moderate",11.8
"CA0710007",14000,4.73,20.24,2.13,"Moderate-High",12.19
"CA0710007",15000,4.88,20.24,2.19,"Moderate-High",12.58
"CA0710007",16000,5.04,20.24,2.26,"Moderate-High",12.97
"CA0710007",2000,2.98,20.24,1.34,"Low-Moderate",7.67
"CA0710007",3000,3.11,20.24,1.4,"Low-Moderate",8.02
"CA0710007",4000,3.25,20.24,1.46,"Low-Moderate",8.37
"CA0710007",5000,3.38,20.24,1.52,"Low-Moderate",8.72
"CA0710007",6000,3.52,20.24,1.58,"Low-Moderate",9.07
"CA0710007",7000,3.67,20.24,1.65,"Low-Moderate",9.46
"CA0710007",8000,3.82,20.24,1.72,"Low-Moderate",9.85
"CA0710007",9000,3.98,20.24,1.79,"Low-Moderate",10.24
"CA0710009",0,2.05,13.86,1,"Low",8.19
"CA0710009",1000,2.11,13.86,1.03,"Low",8.43
"CA0710009",10000,2.65,13.86,1.29,"Low",10.59
"CA0710009",11000,2.71,13.86,1.32,"Low",10.83
"CA0710009",12000,2.77,13.86,1.35,"Low",11.07
"CA0710009",13000,2.83,13.86,1.38,"Low",11.32
"CA0710009",14000,2.89,13.86,1.41,"Low",11.56
"CA0710009",15000,2.95,13.86,1.44,"Low",11.8
"CA0710009",16000,3.01,13.86,1.46,"Low",12.04
"CA0710009",2000,2.17,13.86,1.05,"Low",8.67
"CA0710009",3000,2.23,13.86,1.08,"Low",8.91
"CA0710009",4000,2.29,13.86,1.11,"Low",9.15
"CA0710009",5000,2.35,13.86,1.14,"Low",9.39
"CA0710009",6000,2.41,13.86,1.17,"Low",9.63
"CA0710009",7000,2.47,13.86,1.2,"Low",9.87
"CA0710009",8000,2.53,13.86,1.23,"Low",10.11
"CA0710009",9000,2.59,13.86,1.26,"Low",10.35
"CA0810001",0,6.61,43.16,3.03,"High",7.31
"CA0810001",1000,6.61,43.16,3.03,"High",7.31
"CA0810001",10000,8.13,43.16,3.73,"High",8.99
"CA0810001",11000,8.37,43.16,3.84,"High",9.26
"CA0810001",12000,8.62,43.16,3.96,"High",9.53
"CA0810001",13000,8.86,43.16,4.07,"High",9.8
"CA0810001",14000,9.11,43.16,4.18,"High",10.07
"CA0810001",15000,9.35,43.16,4.29,"Very High",10.34
"CA0810001",16000,9.59,43.16,4.4,"Very High",10.61
"CA0810001",2000,6.61,43.16,3.03,"High",7.31
"CA0810001",3000,6.61,43.16,3.03,"High",7.31
"CA0810001",4000,6.67,43.16,3.06,"High",7.37
"CA0810001",5000,6.91,43.16,3.18,"High",7.64
"CA0810001",6000,7.16,43.16,3.29,"High",7.91
"CA0810001",7000,7.4,43.16,3.4,"High",8.18
"CA0810001",8000,7.64,43.16,3.51,"High",8.45
"CA0810001",9000,7.89,43.16,3.62,"High",8.72
"CA0910002",0,4.67,32.39,2.03,"Moderate-High",6.96
"CA0910002",1000,4.78,32.39,2.08,"Moderate-High",7.12
"CA0910002",10000,5.76,32.39,2.51,"Moderate-High",8.59
"CA0910002",11000,5.87,32.39,2.56,"Moderate-High",8.75
"CA0910002",12000,6.02,32.39,2.62,"Moderate-High",8.98
"CA0910002",13000,6.18,32.39,2.7,"Moderate-High",9.22
"CA0910002",14000,6.35,32.39,2.77,"Moderate-High",9.47
"CA0910002",15000,6.52,32.39,2.84,"Moderate-High",9.72
"CA0910002",16000,6.68,32.39,2.91,"Moderate-High",9.96
"CA0910002",2000,4.89,32.39,2.13,"Moderate-High",7.29
"CA0910002",3000,5,32.39,2.18,"Moderate-High",7.45
"CA0910002",4000,5.11,32.39,2.22,"Moderate-High",7.61
"CA0910002",5000,5.21,32.39,2.27,"Moderate-High",7.77
"CA0910002",6000,5.32,32.39,2.32,"Moderate-High",7.94
"CA0910002",7000,5.43,32.39,2.37,"Moderate-High",8.1
"CA0910002",8000,5.54,32.39,2.41,"Moderate-High",8.26
"CA0910002",9000,5.65,32.39,2.46,"Moderate-High",8.42
"CA0910003",0,5.21,24.93,2.23,"Moderate-High",8.67
"CA0910003",1000,5.53,24.93,2.36,"Moderate-High",9.21
"CA0910003",10000,12.52,24.93,5.34,"High",20.83
"CA0910003",11000,13.41,24.93,5.72,"High",22.31
"CA0910003",12000,14.31,24.93,6.1,"High",23.8
"CA0910003",13000,15.2,24.93,6.48,"High",25.28
"CA0910003",14000,16.09,24.93,6.86,"High",26.76
"CA0910003",15000,16.98,24.93,7.25,"High",28.25
"CA0910003",16000,17.87,24.93,7.63,"High",29.73
"CA0910003",2000,5.85,24.93,2.5,"Moderate-High",9.74
"CA0910003",3000,6.28,24.93,2.68,"Moderate-High",10.45
"CA0910003",4000,7.17,24.93,3.06,"Moderate-High",11.93
"CA0910003",5000,8.06,24.93,3.44,"Moderate-High",13.42
"CA0910003",6000,8.96,24.93,3.82,"Moderate-High",14.9
"CA0910003",7000,9.85,24.93,4.2,"High",16.38
"CA0910003",8000,10.74,24.93,4.58,"High",17.87
"CA0910003",9000,11.63,24.93,4.96,"High",19.35
"CA0910006",0,4.28,25.47,2.34,"Low-Moderate",7.84
"CA0910006",1000,4.35,25.47,2.38,"Low-Moderate",7.96
"CA0910006",10000,4.95,25.47,2.71,"Moderate-High",9.07
"CA0910006",11000,5.02,25.47,2.75,"Moderate-High",9.19
"CA0910006",12000,5.09,25.47,2.79,"Moderate-High",9.32
"CA0910006",13000,5.15,25.47,2.82,"Moderate-High",9.44
"CA0910006",14000,5.22,25.47,2.86,"Moderate-High",9.56
"CA0910006",15000,5.29,25.47,2.9,"Moderate-High",9.69
"CA0910006",16000,5.36,25.47,2.93,"Moderate-High",9.81
"CA0910006",2000,4.41,25.47,2.42,"Low-Moderate",8.08
"CA0910006",3000,4.48,25.47,2.45,"Low-Moderate",8.21
"CA0910006",4000,4.55,25.47,2.49,"Low-Moderate",8.33
"CA0910006",5000,4.62,25.47,2.53,"Moderate-High",8.45
"CA0910006",6000,4.68,25.47,2.56,"Moderate-High",8.58
"CA0910006",7000,4.75,25.47,2.6,"Moderate-High",8.7
"CA0910006",8000,4.82,25.47,2.64,"Moderate-High",8.82
"CA0910006",9000,4.89,25.47,2.68,"Moderate-High",8.95
"CA0910013",0,3.6,31.49,1.59,"Low-Moderate",6.98
"CA0910013",1000,3.75,31.49,1.66,"Low-Moderate",7.28
"CA0910013",10000,5.16,31.49,2.29,"Moderate-High",10.01
"CA0910013",11000,5.32,31.49,2.35,"Moderate-High",10.32
"CA0910013",12000,5.48,31.49,2.43,"Moderate-High",10.62
"CA0910013",13000,5.63,31.49,2.49,"Moderate-High",10.92
"CA0910013",14000,5.79,31.49,2.56,"Moderate-High",11.23
"CA0910013",15000,5.94,31.49,2.63,"Moderate-High",11.53
"CA0910013",16000,6.1,31.49,2.7,"Moderate-High",11.83
"CA0910013",2000,3.91,31.49,1.73,"Low-Moderate",7.59
"CA0910013",3000,4.07,31.49,1.8,"Low-Moderate",7.89
"CA0910013",4000,4.22,31.49,1.87,"Low-Moderate",8.19
"CA0910013",5000,4.38,31.49,1.94,"Low-Moderate",8.5
"CA0910013",6000,4.54,31.49,2.01,"Low-Moderate",8.8
"CA0910013",7000,4.69,31.49,2.08,"Moderate-High",9.1
"CA0910013",8000,4.85,31.49,2.15,"Moderate-High",9.41
"CA0910013",9000,5.01,31.49,2.22,"Moderate-High",9.71
"CA1010001",0,2.72,52.8,1.17,"Moderate-High",2.61
"CA1010001",1000,2.9,52.8,1.25,"Moderate-High",2.78
"CA1010001",10000,4.51,52.8,1.93,"Moderate-High",4.31
"CA1010001",11000,4.68,52.8,2.01,"High",4.48
"CA1010001",12000,4.86,52.8,2.09,"High",4.66
"CA1010001",13000,5.04,52.8,2.16,"High",4.83
"CA1010001",14000,5.22,52.8,2.24,"High",5
"CA1010001",15000,5.4,52.8,2.32,"High",5.17
"CA1010001",16000,5.58,52.8,2.39,"High",5.34
"CA1010001",2000,3.08,52.8,1.32,"Moderate-High",2.95
"CA1010001",3000,3.26,52.8,1.4,"Moderate-High",3.12
"CA1010001",4000,3.44,52.8,1.48,"Moderate-High",3.29
"CA1010001",5000,3.62,52.8,1.55,"Moderate-High",3.46
"CA1010001",6000,3.79,52.8,1.63,"Moderate-High",3.63
"CA1010001",7000,3.97,52.8,1.7,"Moderate-High",3.8
"CA1010001",8000,4.15,52.8,1.78,"Moderate-High",3.97
"CA1010001",9000,4.33,52.8,1.86,"Moderate-High",4.14
"CA1010003",0,1.28,26.07,0.63,"Low-Moderate",2.75
"CA1010003",1000,1.32,26.07,0.64,"Low-Moderate",2.83
"CA1010003",10000,1.63,26.07,0.8,"Low-Moderate",3.5
"CA1010003",11000,1.67,26.07,0.82,"Low-Moderate",3.58
"CA1010003",12000,1.71,26.07,0.84,"Low-Moderate",3.68
"CA1010003",13000,1.77,26.07,0.87,"Low-Moderate",3.81
"CA1010003",14000,1.83,26.07,0.9,"Low-Moderate",3.93
"CA1010003",15000,1.89,26.07,0.92,"Low-Moderate",4.06
"CA1010003",16000,1.95,26.07,0.95,"Low-Moderate",4.18
"CA1010003",2000,1.35,26.07,0.66,"Low-Moderate",2.9
"CA1010003",3000,1.38,26.07,0.68,"Low-Moderate",2.98
"CA1010003",4000,1.42,26.07,0.69,"Low-Moderate",3.05
"CA1010003",5000,1.46,26.07,0.71,"Low-Moderate",3.13
"CA1010003",6000,1.49,26.07,0.73,"Low-Moderate",3.2
"CA1010003",7000,1.53,26.07,0.75,"Low-Moderate",3.28
"CA1010003",8000,1.56,26.07,0.76,"Low-Moderate",3.35
"CA1010003",9000,1.6,26.07,0.78,"Low-Moderate",3.43
"CA1010004",0,4.16,40.59,1.21,"Moderate-High",4.27
"CA1010004",1000,4.33,40.59,1.26,"Moderate-High",4.44
"CA1010004",10000,5.85,40.59,1.7,"High",6
"CA1010004",11000,6.01,40.59,1.75,"High",6.18
"CA1010004",12000,6.19,40.59,1.8,"High",6.35
"CA1010004",13000,6.35,40.59,1.85,"High",6.52
"CA1010004",14000,6.52,40.59,1.9,"High",6.7
"CA1010004",15000,6.69,40.59,1.95,"High",6.87
"CA1010004",16000,6.86,40.59,2,"High",7.05
"CA1010004",2000,4.5,40.59,1.31,"Moderate-High",4.62
"CA1010004",3000,4.67,40.59,1.36,"High",4.79
"CA1010004",4000,4.83,40.59,1.41,"High",4.96
"CA1010004",5000,5,40.59,1.46,"High",5.14
"CA1010004",6000,5.17,40.59,1.5,"High",5.31
"CA1010004",7000,5.34,40.59,1.55,"High",5.48
"CA1010004",8000,5.51,40.59,1.6,"High",5.66
"CA1010004",9000,5.68,40.59,1.65,"High",5.83
"CA1010005",0,5.27,67.37,2.64,"High",5.8
"CA1010005",1000,5.27,67.37,2.64,"High",5.8
"CA1010005",10000,5.27,67.37,2.64,"High",5.8
"CA1010005",11000,5.27,67.37,2.64,"High",5.8
"CA1010005",12000,5.27,67.37,2.64,"High",5.8
"CA1010005",13000,5.27,67.37,2.64,"High",5.8
"CA1010005",14000,5.45,67.37,2.73,"High",6
"CA1010005",15000,5.62,67.37,2.82,"High",6.19
"CA1010005",16000,5.8,67.37,2.91,"High",6.38
"CA1010005",2000,5.27,67.37,2.64,"High",5.8
"CA1010005",3000,5.27,67.37,2.64,"High",5.8
"CA1010005",4000,5.27,67.37,2.64,"High",5.8
"CA1010005",5000,5.27,67.37,2.64,"High",5.8
"CA1010005",6000,5.27,67.37,2.64,"High",5.8
"CA1010005",7000,5.27,67.37,2.64,"High",5.8
"CA1010005",8000,5.27,67.37,2.64,"High",5.8
