"GEOID","pwsid","burden"
"060014370003","CA0110006","Low-Moderate"
"060014371011","CA0110001","Low-Moderate"
"060014371011","CA0110005","Low-Moderate"
"060014371011","CA0110006","Low-Moderate"
"060014371012","CA0110006","Low-Moderate"
"060014371013","CA0110006","Low-Moderate"
"060014371021","CA0110006","Moderate-High"
"060014371022","CA0110006","Low-Moderate"
"060014371023","CA0110006","Low-Moderate"
"060014372001","CA0110006","Low"
"060014372002","CA0110006","Low"
"060014372003","CA0110006","Low"
"060014372004","CA0110006","Low"
"060014373001","CA0110006","Low-Moderate"
"060014373002","CA0110006","Low-Moderate"
"060014373003","CA0110006","Low-Moderate"
"060014374001","CA0110006","Low"
"060014374002","CA0110006","Low"
"060014375001","CA0110006","Low-Moderate"
"060014375002","CA0110006","Low-Moderate"
"060014376001","CA0110006","Low-Moderate"
"060014376002","CA0110006","Low-Moderate"
"060014377011","CA0110006","Moderate-High"
"060014377012","CA0110006","Moderate-High"
"060014377013","CA0110006","Moderate-High"
"060014377021","CA0110006","Moderate-High"
"060014377022","CA0110006","Moderate-High"
"060014378001","CA0110006","Low"
"060014378002","CA0110006","Low"
"060014379001","CA0110006","Low-Moderate"
"060014379002","CA0110006","Low-Moderate"
"060014380001","CA0110001","Low"
"060014380001","CA0110006","Low"
"060014380002","CA0110006","Low"
"060014381001","CA0110006","Low"
"060014381002","CA0110006","Low"
"060014381003","CA0110006","Low"
"060014381004","CA0110006","Low"
"060014381005","CA0110001","Low"
"060014381005","CA0110006","Low"
"060014381006","CA0110001","Low"
"060014381006","CA0110006","Low"
"060014382011","CA0110006","Low"
"060014382012","CA0110006","Low"
"060014382013","CA0110006","Low"
"060014382031","CA0110001","Low"
"060014382031","CA0110006","Low"
"060014382032","CA0110006","Low"
"060014382041","CA0110006","Low-Moderate"
"060014382042","CA0110006","Low-Moderate"
"060014382043","CA0110001","Low-Moderate"
"060014382043","CA0110006","Low-Moderate"
"060014383001","CA0110006","Low"
"060014383002","CA0110006","Low"
"060014383003","CA0110006","Low"
"060014384001","CA0110006","Low"
"060014384002","CA0110001","Low"
"060014384002","CA0110006","Low"
"060014401001","CA0110001","Low"
"060014401001","CA0110006","Low"
"060014402001","CA0110001","Low-Moderate"
"060014402002","CA0110001","Low-Moderate"
"060014402003","CA0110001","Low-Moderate"
"060014402004","CA0110001","Low-Moderate"
"060014403011","CA0110001","Low"
"060014403011","CA0110006","Low"
"060014403012","CA0110001","Low"
"060014403013","CA0110001","Low"
"060014403014","CA0110001","Low"
"060014403041","CA0110001","Low"
"060014403042","CA0110001","Low"
"060014403043","CA0110001","Low"
"060014403051","CA0110001","Low"
"060014403052","CA0110001","Low"
"060014403053","CA0110001","Low"
"060014403061","CA0110001","Low-Moderate"
"060014403062","CA0110001","Low-Moderate"
"060014403071","CA0110001","Low-Moderate"
"060014403072","CA0110001","Low-Moderate"
"060014403073","CA0110001","Low-Moderate"
"060014403081","CA0110001","Low"
"060014403082","CA0110001","Low"
"060014403083","CA0110001","Low"
"060014403084","CA0110001","Low"
"060014403311","CA0110001","Low"
"060014403311","CA0110006","Low"
"060014403312","CA0110001","Low"
"060014403321","CA0110001","Low"
"060014403322","CA0110001","Low"
"060014403331","CA0110001","Low"
"060014403331","CA0110006","Low"
"060014403332","CA0110001","Low"
"060014403341","CA0110001","Low"
"060014403342","CA0110001","Low"
"060014403351","CA0110001","Low"
"060014403352","CA0110001","Low"
"060014403361","CA0110001","Low"
"060014403362","CA0110001","Low"
"060014411001","CA0110001","Low"
"060014411002","CA0110001","Low"
"060014412001","CA0110001","Low"
"060014412002","CA0110001","Low"
"060014412003","CA0110001","Low"
"060014413011","CA0110001","Low"
"060014413012","CA0110001","Low"
"060014413021","CA0110001","Low"
"060014413022","CA0110001","Low"
"060014413023","CA0110001","Low"
"060014413024","CA0110001","Low"
"060014414011","CA0110001","Low"
"060014414012","CA0110001","Low"
"060014414013","CA0110001","Low"
"060014414014","CA0110001","Low"
"060014414021","CA0110001","Low"
"060014414022","CA0110001","Low"
"060014414023","CA0110001","Low"
"060014415011","CA0110001","Low"
"060014415012","CA0110001","Low"
"060014415031","CA0110001","Low"
"060014415032","CA0110001","Low"
"060014415211","CA0110001","Low"
"060014415212","CA0110001","Low"
"060014415213","CA0110001","Low"
"060014415214","CA0110001","Low"
"060014415221","CA0110001","Low"
"060014415222","CA0110001","Low"
"060014415223","CA0110001","Low"
"060014415231","CA0110001","Low"
"060014415232","CA0110001","Low"
"060014415233","CA0110001","Low"
"060014415241","CA0110001","Low"
"060014415242","CA0110001","Low"
"060014416011","CA0110001","Low"
"060014416012","CA0110001","Low"
"060014416013","CA0110001","Low"
"060014416021","CA0110001","Low"
"060014416022","CA0110001","Low"
"060014416023","CA0110001","Low"
"060014416024","CA0110001","Low"
"060014417001","CA0110001","Low-Moderate"
"060014417002","CA0110001","Low-Moderate"
"060014417003","CA0110001","Low-Moderate"
"060014417004","CA0110001","Low-Moderate"
"060014418001","CA0110001","Low"
"060014418002","CA0110001","Low"
"060014418003","CA0110001","Low-Moderate"
"060014418004","CA0110001","Low"
"060014419211","CA0110001","Low"
"060014419212","CA0110001","Low"
"060014419231","CA0110001","Low"
"060014419232","CA0110001","Low"
"060014419233","CA0110001","Low"
"060014419241","CA0110001","Low"
"060014419242","CA0110001","Low"
"060014419243","CA0110001","Low"
"060014419244","CA0110001","Low"
"060014419251","CA0110001","Low"
"060014419252","CA0110001","Low"
"060014419261","CA0110001","Low"
"060014419262","CA0110001","Low"
"060014419271","CA0110001","Low"
"060014419272","CA0110001","Low"
"060014420001","CA0110001","Low"
"060014420002","CA0110001","Low"
"060014421001","CA0110001","Low"
"060014421002","CA0110001","Low"
"060014422001","CA0110001","Low"
"060014422002","CA0110001","Low"
"060014422003","CA0110001","Low"
"060014422004","CA0110001","Low"
"060014423011","CA0110001","Low"
"060014423012","CA0110001","Low"
"060014423013","CA0110001","Low"
"060014423021","CA0110001","Low-Moderate"
"060014423022","CA0110001","Low-Moderate"
"060014423023","CA0110001","Low-Moderate"
"060014424001","CA0110001","Low"
"060014424002","CA0110001","Low"
"060014424003","CA0110001","Low"
"060014424004","CA0110001","Low"
"060014425001","CA0110001","Low"
"060014425002","CA0110001","Low"
"060014425003","CA0110001","Low"
"060014425004","CA0110001","Low"
"060014426011","CA0110001","Low"
"060014426012","CA0110001","Low"
"060014426021","CA0110001","Low"
"060014426022","CA0110001","Low"
"060014427001","CA0110001","Low"
"060014427002","CA0110001","Low"
"060014427003","CA0110001","Low"
"060014428001","CA0110001","Low"
"060014429001","CA0110001","Low"
"060014429002","CA0110001","Low"
"060014429003","CA0110001","Low"
"060014429004","CA0110001","Low"
"060014430011","CA0110001","Low"
"060014430021","CA0110001","Low"
"060014430022","CA0110001","Low"
"060014430023","CA0110001","Low"
"060014431021","CA0110001","Low"
"060014431022","CA0110001","Low"
"060014431023","CA0110001","Low"
"060014431024","CA0110001","Low"
"060014431031","CA0110001","Low"
"060014431032","CA0110001","Low"
"060014431041","CA0110001","Low"
"060014431042","CA0110001","Low"
"060014431043","CA0110001","Low"
"060014431051","CA0110001","Low"
"060014431052","CA0110001","Low"
"060014432001","CA0110001","Low"
"060014432002","CA0110001","Low"
"060014433011","CA0110001","Low"
"060014433012","CA0110001","Low"
"060014433012","CA4310005","Low"
"060014433211","CA0110001","Low"
"060014433212","CA0110001","Low"
"060014433221","CA0110001","Low"
"060014433222","CA0110001","Low"
"060014441001","CA0110001","Low"
"060014441002","CA0110001","Low"
"060014441003","CA0110001","Low"
"060014441004","CA0110001","Low-Moderate"
"060014442001","CA0110001","Low"
"060014442002","CA0110001","Low"
"060014442003","CA0110001","Low"
"060014443011","CA0110001","Low"
"060014443012","CA0110001","Low"
"060014443021","CA0110001","Low-Moderate"
"060014443022","CA0110001","Low-Moderate"
"060014444001","CA0110001","Low"
"060014444002","CA0110001","Low"
"060014444003","CA0110001","Low"
"060014445001","CA0110001","Low"
"060014445002","CA0110001","Low"
"060014445003","CA0110001","Low"
"060014445004","CA0110001","Low"
"060014446011","CA0110001","Low"
"060014446012","CA0110001","Low"
"060014446021","CA0110001","Low"
"060014446022","CA0110001","Low"
"060014501011","CA0110009","Low"
"060014501021","CA0110009","unknown"
"060014501022","CA0110009","unknown"
"060014501023","CA0110009","Low"
"060014502001","CA0110005","Low"
"060014502001","CA0110009","Low"
"060014502002","CA0110005","Low"
"060014502002","CA0110009","Low"
"060014502003","CA0110009","Low"
"060014503001","CA0110005","Low"
"060014503001","CA0110009","Low"
"060014503002","CA0110008","Low"
"060014503002","CA0110009","Low"
"060014504001","CA0110005","Low"
"060014504001","CA0110009","Low"
"060014504002","CA0110009","Low"
"060014504003","CA0110005","Low"
"060014504003","CA0110008","Low"
"060014504003","CA0110009","Low"
"060014505011","CA0110009","Low"
"060014505012","CA0110009","Low"
"060014505021","CA0110005","Low"
"060014505021","CA0110009","Low"
"060014505022","CA0110009","Low"
"060014506011","CA0110008","Low"
"060014506012","CA0110005","Low"
"060014506012","CA0110008","Low"
"060014506021","CA0110008","Low"
"060014506022","CA0110008","Low"
"060014506023","CA0110008","Low"
"060014506024","CA0110008","Low"
"060014506025","CA0110008","Low"
"060014506031","CA0110008","Low"
"060014506032","CA0110008","Low"
"060014506033","CA0110008","Low"
"060014506034","CA0110008","Low"
"060014506041","CA0110008","Low"
"060014506042","CA0110008","Low"
"060014506043","CA0110008","Low"
"060014506044","CA0110008","Low"
"060014506051","CA0110008","Low"
"060014506052","CA0110008","Low"
"060014506053","CA0110008","Low"
"060014506061","CA0110008","Low"
"060014506062","CA0110008","Low"
"060014506063","CA0110008","Low"
"060014506071","CA0110008","Moderate-High"
"060014506072","CA0110008","Low-Moderate"
"060014507011","CA0110008","Low"
"060014507012","CA0110008","Low"
"060014507013","CA0110001","Low"
"060014507013","CA0110008","Low"
"060014507014","CA0110008","Low"
"060014507411","CA0110008","Low"
"060014507412","CA0110008","Low-Moderate"
"060014507413","CA0110008","Low"
"060014507421","CA0110008","Low"
"060014507422","CA0110008","Low"
"060014507423","CA0110003","Low"
"060014507423","CA0110008","Low"
"060014507423","CA0110011","Low"
"060014507431","CA0110008","Low"
"060014507431","CA0110009","Low"
"060014507432","CA0110008","Low"
"060014507441","CA0110008","Low"
"060014507441","CA0110009","Low"
"060014507442","CA0110008","Low"
"060014507451","CA0110008","Low"
"060014507452","CA0110008","Low"
"060014507461","CA0110008","Low"
"060014507462","CA0110008","Low"
"060014507501","CA0110008","Low"
"060014507501","CA0110009","Low"
"060014507511","CA0110009","Low"
"060014507511","CA0110011","Low"
"060014507521","CA0110009","Low"
"060014507521","CA0110011","Low"
"060014511011","CA0110003","Low"
"060014511011","CA0110011","Low"
"060014511011","CA0710003","Low"
"060014511012","CA0110003","Low"
"060014511012","CA0110011","Low"
"060014511014","CA0110003","unknown"
"060014511014","CA0110011","unknown"
"060014511015","CA0110003","Low"
"060014511015","CA0110011","Low"
"060014511021","CA0110003","Low"
"060014511021","CA0110011","Low"
"060014511022","CA0110003","Low"
"060014511022","CA0110008","Low"
"060014511022","CA0110011","Low"
"060014512011","CA0110011","Low"
"060014512012","CA0110011","Low"
"060014512013","CA0110003","Low"
"060014512013","CA0110011","Low"
"060014512021","CA0110003","Low"
"060014512021","CA0110011","Low"
"060014512021","CA0710003","Low"
"060014512022","CA0110011","Low"
"060014512023","CA0110011","Low"
"060014513001","CA0110003","Low"
"060014513001","CA0110011","Low"
"060014513002","CA0110003","Low"
"060014513002","CA0110011","Low"
"060014513003","CA0110003","Low"
"060014513003","CA0110008","Low"
"060014513003","CA0110011","Low"
"060014514011","CA0110003","Low"
"060014514011","CA0110011","Low"
"060014514012","CA0110003","Low"
"060014514012","CA0110011","Low"
"060014514013","CA0110003","Low"
"060014514013","CA0110011","Low"
"060014514031","CA0110003","Low"
"060014514031","CA0110011","Low"
"060014514032","CA0110003","Low"
"060014514032","CA0110011","Low"
"060014514041","CA0110003","Low"
"060014514041","CA0110011","Low"
"060014514042","CA0110003","Low"
"060014514042","CA0110011","Low"
"060014514043","CA0110003","Low"
"060014514043","CA0110011","Low"
"060014515011","CA0110003","Low-Moderate"
"060014515011","CA0110011","Low-Moderate"
"060014515012","CA0110003","Low"
"060014515012","CA0110011","Low"
"060014515031","CA0110003","Low"
"060014515031","CA0110011","Low"
"060014515032","CA0110003","Low"
"060014515032","CA0110011","Low"
"060014515033","CA0110003","Low-Moderate"
"060014515033","CA0110011","Low-Moderate"
"060014515034","CA0110003","Moderate-High"
"060014515034","CA0110011","Moderate-High"
"060014515041","CA0110003","Low"
"060014515041","CA0110011","Low"
"060014515051","CA0110003","Low"
"060014515051","CA0110011","Low"
"060014515052","CA0110003","Low"
"060014515052","CA0110011","Low"
"060014515061","CA0110003","Low-Moderate"
"060014515061","CA0110011","Low-Moderate"
"060014515062","CA0110003","Low-Moderate"
"060014515062","CA0110011","Low-Moderate"
"060014516011","CA0110003","Low"
"060014516011","CA0110011","Low"
"060014516012","CA0110003","Low"
"060014516012","CA0110011","Low"
"060014516021","CA0110003","Low"
"060014516021","CA0110011","Low"
"060014516022","CA0110003","Low"
"060014516022","CA0110011","Low"
"060014516023","CA0110003","Low"
"060014516023","CA0110011","Low"
"060014516024","CA0110003","Low"
"060014516024","CA0110011","Low"
"060014517011","CA0110003","Low"
"060014517011","CA0110011","Low"
"060014517012","CA0110003","Low"
"060014517012","CA0110011","Low"
"060014517013","CA0110003","Low"
"060014517013","CA0110011","Low"
"060014517031","CA0110003","Low"
"060014517031","CA0110011","Low"
"060014517032","CA0110003","Low"
"060014517032","CA0110011","Low"
"060014517041","CA0110003","Low"
"060014517041","CA0110011","Low"
"060014517042","CA0110003","Low"
"060014517042","CA0110011","Low"
"060014517043","CA0110003","Low"
"060014517043","CA0110011","Low"
"060019819001","CA0110005","unknown"
"060019820001","CA0110005","Low"
"060019832001","CA0110005","Low"
"060030100002","CA0210002","High"
"060030100002","CA0910002","Moderate-High"
"060050001012","CA0310012","Moderate-High"
"060050001013","CA0310012","High"
"060050001014","CA0300016","Low-Moderate"
"060050001014","CA0310012","Moderate-High"
"060050001021","CA0210002","High"
"060050001021","CA0310012","High"
"060050001022","CA0310012","High"
"060050002001","CA0300019","Low-Moderate"
"060050002001","CA0310006","Moderate-High"
"060050002002","CA0300016","Low-Moderate"
"060050002002","CA0310003","Moderate-High"
"060050002003","CA0310019","Moderate-High"
"060050002004","CA0300019","Low-Moderate"
"060050002005","CA0310003","Moderate-High"
"060050003012","CA0310002","unknown"
"060050003031","CA0310002","Moderate-High"
"060050003031","CA0310003","Moderate-High"
"060050003032","CA0310002","Moderate-High"
"060050003041","CA0310001","Low-Moderate"
"060050003041","CA0310003","Moderate-High"
"060050003042","CA0310021","Moderate-High"
"060050004011","CA0310005","Low-Moderate"
"060050004011","CA0310012","Moderate-High"
"060050004012","CA0310001","Moderate-High"
"060050004013","CA0310003","High"
"060050004014","CA0310001","Low-Moderate"
"060050004014","CA0310003","Moderate-High"
"060050004021","CA0310005","Low"
"060050004021","CA0310012","Low-Moderate"
"060050004021","CA0510002","Low"
"060050004022","CA0310005","Low"
"060050004022","CA0310012","Low-Moderate"
"060050004023","CA0310001","Low"
"060050004023","CA0310003","Low-Moderate"
"060050004023","CA0310005","Low"
"060050004024","CA0310005","Low-Moderate"
"060050004024","CA0310012","Moderate-High"
"060050005001","CA0310001","Low-Moderate"
"060050005001","CA0310003","Moderate-High"
"060050005001","CA0310012","Moderate-High"
